source,original_file,segment,start_sample,end_sample,duration_sec,output_file
PRIMARY,homing6,1,60082,82766,1.029,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_homing6_seg001.wav
PRIMARY,homing8,1,1202,31566,1.377,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_homing8_seg001.wav
PRIMARY,"mono 18, fixed",1,166578,195584,1.315,"C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_mono 18, fixed_seg001.wav"
PRIMARY,"mono 19, fixed",1,158130,196686,1.749,"C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_mono 19, fixed_seg001.wav"
PRIMARY,"mono 20, fixed",1,50610,69710,0.866,"C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_mono 20, fixed_seg001.wav"
PRIMARY,"mono 22, fixed",1,9650,27470,0.808,"C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_mono 22, fixed_seg001.wav"
PRIMARY,"mono 22, fixed",2,105394,143182,1.714,"C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_mono 22, fixed_seg002.wav"
PRIMARY,"mono 22, fixed",3,286642,315392,1.304,"C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_mono 22, fixed_seg003.wav"
PRIMARY,"mono 23, fixed",1,212402,232448,0.909,"C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_mono 23, fixed_seg001.wav"
PRIMARY,urban song 1,1,144306,184398,1.818,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_urban song 1_seg001.wav
PRIMARY,yt urban song 1,1,2994,70734,3.072,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_yt urban song 1_seg001.wav
PRIMARY,yt urban song 1,2,174514,192590,0.82,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\PRIMARY_yt urban song 1_seg002.wav
